0.07	-0.05	0.91
-0.02	-0.00	1.06
-0.00	0.01	1.08
0.06	-0.04	0.93
-0.02	0.00	1.02
-0.01	0.01	1.11
0.07	-0.05	0.91
-0.02	-0.00	1.04
-0.01	0.01	1.11
0.07	-0.05	0.91
-0.02	0.00	1.06
0.00	0.01	1.09
0.06	-0.04	0.94
-0.02	0.00	1.02
-0.01	0.01	1.13
0.08	-0.05	0.92
-0.01	-0.00	1.05
-0.01	0.01	1.11
0.07	-0.05	0.91
-0.02	0.00	1.05
0.00	0.01	1.10
0.07	-0.05	0.94
-0.02	0.00	1.02
-0.01	0.01	1.13
0.08	-0.06	0.91
-0.02	0.00	1.05
-0.00	0.01	1.12
0.07	-0.05	0.91
-0.03	0.01	1.05
0.00	0.00	1.10
0.07	-0.05	0.93
-0.02	0.00	1.02
-0.00	0.01	1.14
0.08	-0.06	0.91
-0.02	0.00	1.05
0.00	0.01	1.12
0.07	-0.05	0.91
-0.02	0.01	1.04
0.00	0.00	1.11
0.07	-0.05	0.94
-0.01	0.00	1.02
-0.01	0.01	1.14
0.08	-0.06	0.90
-0.02	0.00	1.05
-0.00	0.01	1.11
0.07	-0.05	0.92
-0.03	0.01	1.04
0.01	0.00	1.11
0.07	-0.05	0.94
-0.02	0.00	1.02
-0.00	0.01	1.15
0.08	-0.06	0.90
-0.02	0.00	1.06
0.01	-0.00	1.12
0.07	-0.05	0.92
-0.03	0.01	1.03
0.01	-0.00	1.12
0.06	-0.05	0.94
-0.02	0.01	1.03
0.01	-0.00	1.15
0.08	-0.06	0.90
-0.03	0.01	1.05
0.01	-0.00	1.12
0.06	-0.05	0.93
-0.03	0.01	1.04
0.02	-0.01	1.13
0.06	-0.04	0.94
-0.02	0.00	1.02
0.00	0.00	1.15
0.08	-0.05	0.90
-0.03	0.01	1.06
0.02	-0.01	1.12
0.06	-0.05	0.93
-0.02	0.01	1.03
0.02	-0.01	1.13
0.06	-0.04	0.93
-0.02	0.01	1.02
0.00	0.00	1.15
0.08	-0.06	0.90
-0.03	0.01	1.06
0.01	-0.01	1.12
0.06	-0.05	0.93
-0.02	0.01	1.02
0.01	-0.01	1.13
0.06	-0.05	0.93
-0.02	0.01	1.02
0.00	-0.00	1.16
0.08	-0.06	0.90
-0.03	0.01	1.06
0.02	-0.01	1.13
0.06	-0.04	0.94
-0.02	0.01	1.03
0.01	-0.01	1.14
0.06	-0.04	0.93
-0.02	0.01	1.02
0.01	-0.00	1.16
0.07	-0.05	0.90
-0.03	0.01	1.05
0.02	-0.01	1.12
0.06	-0.04	0.94
-0.02	0.01	1.02
0.02	-0.01	1.15
0.06	-0.04	0.92
-0.02	0.00	1.03
0.01	-0.00	1.16
0.07	-0.05	0.90
-0.03	0.01	1.05
0.02	-0.01	1.12
0.06	-0.04	0.94
-0.02	0.01	1.02
0.01	-0.01	1.15
0.07	-0.05	0.92
-0.02	0.00	1.03
0.01	-0.01	1.16
0.07	-0.05	0.91
-0.03	0.01	1.05
0.02	-0.01	1.13
0.06	-0.04	0.94
-0.02	0.01	1.02
0.02	-0.01	1.16
0.07	-0.05	0.91
-0.02	0.01	1.03
0.01	-0.01	1.15
0.07	-0.04	0.91
-0.03	0.01	1.04
0.02	-0.01	1.13
0.05	-0.03	0.94
-0.02	0.01	1.01
0.01	-0.01	1.16
0.07	-0.04	0.91
-0.02	0.01	1.03
0.01	-0.01	1.15
0.06	-0.04	0.91
-0.03	0.01	1.03
0.02	-0.01	1.13
0.05	-0.03	0.93
-0.02	0.01	1.01
0.01	-0.01	1.16
0.06	-0.04	0.90
-0.03	0.01	1.03
0.02	-0.01	1.14
0.06	-0.04	0.91
-0.03	0.01	1.03
0.02	-0.02	1.13
0.05	-0.03	0.93
-0.02	0.01	1.00
0.01	-0.01	1.16
0.06	-0.04	0.90
-0.03	0.01	1.03
0.02	-0.01	1.14
0.06	-0.04	0.91
-0.03	0.01	1.02
0.02	-0.02	1.13
0.05	-0.03	0.93
-0.02	0.01	1.00
